iter	RMSE
555	1.306201827
556	1.305929207
557	1.30571328
558	1.305495754
559	1.305244673
560	1.305070582
561	1.304910542
562	1.304706418
563	1.304452078
564	1.304166332
565	1.303868843
566	1.303508654
567	1.303221553
568	1.303036881
569	1.302839918
570	1.30252575
571	1.302284106
572	1.301967461
573	1.301715456
574	1.301486356
575	1.301201563
576	1.300961688
577	1.300668241
578	1.300327024
579	1.300011038
580	1.299786552
581	1.299630237
582	1.299331286
583	1.299100117
584	1.298856068
585	1.298645366
586	1.298361636
587	1.29813544
588	1.297846066
589	1.297636229
590	1.29735522
591	1.29714602
592	1.296859682
593	1.296570792
594	1.29636464
595	1.296210597
596	1.296001755
597	1.29569936
598	1.295436284
599	1.29522614
600	1.294907061
601	1.294639038
602	1.294344393
603	1.294044513
604	1.293834031
605	1.293575717
606	1.293336097
607	1.293167118
608	1.292877791
609	1.292617645
610	1.292460547
611	1.292260327
612	1.292099859
613	1.29187463
614	1.291686147
615	1.291540801
616	1.291242568
617	1.290949898
618	1.290783653
619	1.290608111
620	1.290400884
621	1.290194235
622	1.290018136
623	1.289748473
624	1.289605734
625	1.289477284
626	1.289287887
627	1.28907891
628	1.288826214
629	1.288660615
630	1.288424169
631	1.288169913
632	1.288004502
633	1.287801241
634	1.28750135
635	1.287272748
636	1.287047279
637	1.286810634
638	1.286612861
639	1.286454396
640	1.286316005
641	1.286111657
642	1.285791353
643	1.285550483
644	1.285280783
645	1.285072165
646	1.284854245
647	1.284688712
648	1.284473664
649	1.284258461
650	1.284017199
651	1.283812718
652	1.283685957
653	1.283501121
654	1.283205342
655	1.282992216
656	1.282848602
657	1.282607657
658	1.282405478
659	1.282113239
660	1.28188373
661	1.281739401
662	1.281626042
663	1.281497506
664	1.281219689
665	1.281024317
666	1.280772526
667	1.280623875
668	1.280365719
669	1.280154748
670	1.279932671
671	1.279806751
672	1.27963632
673	1.279434578
674	1.279324416
675	1.279056537
676	1.278931695
677	1.278643028
678	1.278417748
679	1.278208132
680	1.278007704
681	1.277790547
682	1.277532681
683	1.27729157
684	1.277095284
685	1.276892109
686	1.27670762
687	1.276578701
688	1.276322049
689	1.276132769
690	1.27596841
691	1.275769306
692	1.275581085
693	1.275473357
694	1.275284954
695	1.275150429
696	1.274978015
697	1.274846806
698	1.274588862
699	1.274372372
700	1.274209678
701	1.274048561
702	1.27390834
703	1.273662771
704	1.273486089
705	1.273386633
706	1.273093135
707	1.272890735
708	1.272701769
709	1.272497641
710	1.272288107
711	1.272042787
712	1.271901044
713	1.271676996
714	1.271443043
715	1.271299671
716	1.271193353
717	1.271077227
718	1.270851318
719	1.270626969
720	1.270343262
721	1.270184708
722	1.270064748
723	1.2698185
724	1.269620367
725	1.269457452
726	1.269220825
727	1.269066679
728	1.268917263
729	1.268758438
730	1.268553589
731	1.268368333
732	1.26815602
733	1.268028212
734	1.267831663
735	1.2676567
736	1.267452926
737	1.267323784
738	1.267114238
739	1.266933683
740	1.266697973
741	1.26659955
742	1.266396402
743	1.26619229
744	1.26604042
745	1.265935364
746	1.265751477
747	1.265650736
748	1.265549324
749	1.265331247
750	1.265175335
751	1.264968558
752	1.264804435
753	1.264582882
754	1.264360709
755	1.264217344
756	1.26405171
757	1.263888202
758	1.263780337
759	1.263620259
760	1.263390798
761	1.263234387
762	1.26305627
763	1.26283815
764	1.262626911
765	1.262430099
766	1.262346019
767	1.262216246
768	1.261999763
769	1.261839737
770	1.261738978
771	1.261592888
772	1.261419709
773	1.261277032
774	1.261097447
775	1.260975697
776	1.260781212
777	1.260668234
778	1.260509888
779	1.260338045
780	1.260132917
781	1.259972247
782	1.25980281
783	1.259644525
784	1.259509508
785	1.25938959
786	1.259144062
787	1.258975505
788	1.258754891
789	1.258558347
790	1.258372259
791	1.258290738
792	1.258097696
793	1.257940865
794	1.257738314
795	1.25749894
796	1.257298506
797	1.257131958
798	1.256964477
799	1.256763662
800	1.25662604
801	1.256476727
802	1.256306614
803	1.256161294
804	1.255974624
805	1.255751858
806	1.255556683
807	1.255397935
808	1.255232028
809	1.255103517
810	1.254922121
811	1.254761369
812	1.254572081
813	1.254379852
814	1.254214091
815	1.254137866
816	1.253984227
817	1.25380544
818	1.253627562
819	1.25352585
820	1.253437394
821	1.253320592
822	1.253185759
823	1.252971631
824	1.252869154
825	1.252786234
826	1.252601201
827	1.252490315
828	1.252367322
829	1.252262892
830	1.252105116
831	1.251919432
832	1.251779025
833	1.251626226
834	1.251438654
835	1.251369538
836	1.25126616
837	1.251100758
838	1.250966656
839	1.250824953
840	1.250662798
841	1.250465304
842	1.250307854
843	1.250195978
844	1.2500927
845	1.249860883
846	1.24963226
847	1.249467362
848	1.249261234
849	1.249134792
850	1.249051562
851	1.248849229
852	1.248747818
853	1.248587098
854	1.248413705
855	1.248207036
856	1.248085203
857	1.24799285
858	1.247778913
859	1.247690312
860	1.247547186
861	1.247466109
862	1.247317314
863	1.247190779
864	1.247007199
865	1.246889439
866	1.246747024
867	1.246533585
868	1.246364644
869	1.246286226
870	1.246168332
871	1.246021911
872	1.245807216
873	1.245620356
874	1.245451131
875	1.245241524
876	1.245043486
877	1.244860332
878	1.244760357
879	1.244673991
880	1.244504534
881	1.244414723
882	1.244293878
883	1.24418679
884	1.244009499
885	1.24384536
886	1.24372116
887	1.243629401
888	1.243503919
889	1.243298026
890	1.24318848
891	1.242999725
892	1.242833963
893	1.242709599
894	1.242601132
895	1.242440388
896	1.242286026
897	1.242161585
898	1.242009175
899	1.241876782
900	1.241692397
901	1.241581996
902	1.241454376
903	1.241379852
904	1.241186981
905	1.241034326
906	1.240946945
907	1.240762419
908	1.240602146
909	1.240467059
910	1.240338458
911	1.240176865
912	1.239955104
913	1.239779634
914	1.239592006
915	1.239422605
916	1.239318349
917	1.239182798
918	1.239022245
919	1.238960056
920	1.238795461
921	1.238746881
922	1.238641215
923	1.23848973
924	1.238427373
925	1.238251292
926	1.238065783
927	1.237908049
928	1.237822509
929	1.237670758
930	1.237540578
931	1.237397334
932	1.237223432
933	1.237110818
934	1.236984571
935	1.236866749
936	1.236708355
937	1.236567808
938	1.236438558
939	1.236274813
940	1.236126114
941	1.235950925
942	1.235780049
943	1.235659222
944	1.235567324
945	1.235479838
946	1.235354556
947	1.235274256
948	1.235117013
949	1.2350168
950	1.234852141
951	1.234700822
952	1.234512396
953	1.234414536
954	1.234232854
955	1.234095978
956	1.234033
957	1.233874587
958	1.233729536
959	1.23360706
960	1.233489666
961	1.233319642
962	1.233159279
963	1.233030899
964	1.232912625
965	1.232737959
966	1.232568894
967	1.232461575
968	1.232355155
969	1.232177612
970	1.232084639
971	1.231926306
972	1.231802732
973	1.231655036
974	1.231475246
975	1.231406243
976	1.231274896
977	1.231149745
978	1.231025681
979	1.230917578
980	1.230827857
981	1.230687284
982	1.230560859
983	1.230375644
984	1.230267387
985	1.230130872
986	1.230057669
987	1.229896849
988	1.229747742
989	1.229615065
990	1.22951028
991	1.229383154
992	1.229321783
993	1.229215461
994	1.229134759
995	1.228967521
996	1.228864255
997	1.228689063
998	1.228561719
999	1.228499726
1000	1.228356625
1001	1.228186427
1002	1.228048381
1003	1.227937897
1004	1.227824737
1005	1.227671213
1006	1.227593287
1007	1.227540904
1008	1.227402447
1009	1.22724391
1010	1.227164828
1011	1.227101454
1012	1.226943105
1013	1.226835312
1014	1.226713681
1015	1.226560934
1016	1.226429556
1017	1.226281025
1018	1.226118333
1019	1.225966337
1020	1.225796353
1021	1.225634949
1022	1.225565311
1023	1.225392378
1024	1.225299258
1025	1.225137984
1026	1.225056713
1027	1.224930509
1028	1.224839681
1029	1.224642466
1030	1.224516747
1031	1.224358652
1032	1.22417558
1033	1.224035953
1034	1.22395924
1035	1.223871433
1036	1.223726866
1037	1.223629399
1038	1.223503501
1039	1.223454537
1040	1.223354913
1041	1.223229833
1042	1.223088406
1043	1.222978761
1044	1.222888774
1045	1.222739217
1046	1.222663834
1047	1.222508206
1048	1.222433056
1049	1.222293608
1050	1.222129229
1051	1.221976231
1052	1.22179062
1053	1.221664488
1054	1.221573811
1055	1.221398967
1056	1.221247316
1057	1.221094958
1058	1.220940918
1059	1.22086659
1060	1.220725928
1061	1.220628573
1062	1.220471046
1063	1.22034092
1064	1.220229673
1065	1.220080327
1066	1.220016166
1067	1.219886744
1068	1.219748715
1069	1.219597781
1070	1.219506626
1071	1.219431402
1072	1.219313197
1073	1.219159496
1074	1.219045294
1075	1.218892368
1076	1.218801454
1077	1.218732496
1078	1.21856955
1079	1.218377775
1080	1.218245568
1081	1.218093997
1082	1.218009618
1083	1.217885729
1084	1.217810288
1085	1.217699468
1086	1.217587307
1087	1.217504975
1088	1.217408651
1089	1.217278128
1090	1.217151126
1091	1.216972134
1092	1.216850997
1093	1.216784169
1094	1.21664692
1095	1.216531058
1096	1.216420187
1097	1.216268226
1098	1.216158291
1099	1.216046684
1100	1.215852543
1101	1.215699694
1102	1.215564964
1103	1.215417696
1104	1.215312571
1105	1.215216354
1106	1.215097895
1107	1.21493307
1108	1.214859238
1109	1.214694291
1110	1.214600386
1111	1.21446462
1112	1.214352087
1113	1.214275968
1114	1.214191271
1115	1.214084511
1116	1.213947807
1117	1.213827087
1118	1.213643385
1119	1.213545937
1120	1.213410448
1121	1.213286672
1122	1.213178308
1123	1.213028165
1124	1.212916804
1125	1.212845732
1126	1.212681519
1127	1.212591631
1128	1.212449024
1129	1.212300646
1130	1.212249721
1131	1.2121067
1132	1.211954609
1133	1.211816623
1134	1.211686116
1135	1.211518282
1136	1.211426307
1137	1.211332607
1138	1.211208516
1139	1.211045171
1140	1.210974725
1141	1.210896115
1142	1.210768592
1143	1.210722398
1144	1.210655189
1145	1.210511556
1146	1.210379893
1147	1.21020379
1148	1.210148483
1149	1.21007512
1150	1.210012527
1151	1.209848944
1152	1.209756623
1153	1.209689523
1154	1.209535483
1155	1.20949071
1156	1.209334411
1157	1.209243185
1158	1.20912582
1159	1.209054296
1160	1.20898219
1161	1.208869628
1162	1.208724612
1163	1.208671148
1164	1.208560776
1165	1.208421922
1166	1.208312696
1167	1.208232389
1168	1.208098637
1169	1.207999665
1170	1.207856731
1171	1.20770907
1172	1.207651231
1173	1.207518068
1174	1.207354269
1175	1.207298851
1176	1.207173843
1177	1.207062143
1178	1.206968273
1179	1.206891294
1180	1.206814379
1181	1.20674475
1182	1.206593243
1183	1.206455192
1184	1.206374482
1185	1.206276525
1186	1.206145305
1187	1.206061327
1188	1.205970967
1189	1.205866407
1190	1.205736039
1191	1.205606995
1192	1.205510447
1193	1.205418379
1194	1.205264168
1195	1.205155405
1196	1.205030852
1197	1.20490883
1198	1.204824352
1199	1.204734701
1200	1.204588397
1201	1.204477051
1202	1.204392714
1203	1.204328715
1204	1.204250139
1205	1.204134621
1206	1.204044227
1207	1.203942051
1208	1.203802749
1209	1.203673972
1210	1.203602677
1211	1.203462386
1212	1.20340875
1213	1.203352383
1214	1.203287305
1215	1.20321223
1216	1.203110783
1217	1.203028647
1218	1.202919559
1219	1.202822892
1220	1.202715739
1221	1.202654502
1222	1.202532302
1223	1.202398226
1224	1.202258397
1225	1.202167639
1226	1.202107236
1227	1.202033349
1228	1.20192852
1229	1.201870856
1230	1.201768893
1231	1.201640757
1232	1.201500109
1233	1.2013745
1234	1.201207747
1235	1.201103768
1236	1.201053969
1237	1.200937194
1238	1.200846895
1239	1.200698901
1240	1.200537051
1241	1.200405723
1242	1.20032768
1243	1.200264625
1244	1.200193815
1245	1.200124386
1246	1.199972767
1247	1.199868002
1248	1.199747606
1249	1.199655552
1250	1.199574099
1251	1.199436772
1252	1.199318704
1253	1.199244381
1254	1.19912017
1255	1.198966799
1256	1.198901448
1257	1.198786396
1258	1.198635963
1259	1.19850791
1260	1.198446448
1261	1.198349042
1262	1.198237353
1263	1.198195718
1264	1.198159018
1265	1.198025596
1266	1.197897576
1267	1.197764798
1268	1.197679743
1269	1.197584405
1270	1.197431345
1271	1.197379718
1272	1.197232493
1273	1.197060035
1274	1.196899303
1275	1.196799991
1276	1.196666417
1277	1.1965468
1278	1.196426436
1279	1.196291839
1280	1.196197816
1281	1.196108737
1282	1.195959559
1283	1.195821136
1284	1.195672774
1285	1.195597231
1286	1.19546464
1287	1.19535227
1288	1.19519772
1289	1.195102576
1290	1.19500318
1291	1.194894318
1292	1.194786108
1293	1.194656818
1294	1.194508076
1295	1.194389807
1296	1.194302891
1297	1.194244495
1298	1.194074114
1299	1.193953215
1300	1.19383025
1301	1.193700596
1302	1.193601019
1303	1.193461843
1304	1.193348949
1305	1.193221787
1306	1.193122587
1307	1.192999229
1308	1.192888845
1309	1.192807137
1310	1.192686646
1311	1.192617915
1312	1.192550965
1313	1.192475569
1314	1.19240479
1315	1.192280552
1316	1.1921622
1317	1.192018289
1318	1.191927266
1319	1.191875273
1320	1.19175302
1321	1.191601263
1322	1.191518976
1323	1.191497196
1324	1.191401161
1325	1.191341581
1326	1.191249417
1327	1.191169434
1328	1.19113093
1329	1.191041338
1330	1.190936387
1331	1.190789242
1332	1.190739123
1333	1.190605611
1334	1.190533634
1335	1.190408788
1336	1.19027489
1337	1.19013954
1338	1.190046581
1339	1.189936512
1340	1.189791028
1341	1.189709126
1342	1.189549194
1343	1.189395158
1344	1.189235929
1345	1.189113867
1346	1.189009791
1347	1.188932475
1348	1.188759483
1349	1.188621606
1350	1.188510994
1351	1.18842842
1352	1.188367644
1353	1.18823801
1354	1.188159303
1355	1.188065622
1356	1.187967429
1357	1.187872001
1358	1.187744565
1359	1.187617601
1360	1.187474832
1361	1.187341506
1362	1.187221467
1363	1.187134677
1364	1.187035064
1365	1.186939319
1366	1.186824961
1367	1.186754262
1368	1.186624562
1369	1.186519022
1370	1.186438188
1371	1.18632501
1372	1.186199365
1373	1.186098631
1374	1.185966579
1375	1.1858868
1376	1.185840352
1377	1.185703095
1378	1.185560541
1379	1.185480844
1380	1.185414186
1381	1.185354946
1382	1.185307903
1383	1.185207209
1384	1.18516296
1385	1.185111234
1386	1.18503002
1387	1.184951928
1388	1.18488893
1389	1.184770646
1390	1.184725747
1391	1.184600909
1392	1.184493448
1393	1.184368657
1394	1.184204305
1395	1.184086247
1396	1.183967086
1397	1.183828356
1398	1.183752207
1399	1.183636881
1400	1.183526879
1401	1.183415807
1402	1.183300244
1403	1.183201655
1404	1.183094231
1405	1.183043659
1406	1.182928285
1407	1.182803881
1408	1.182731851
1409	1.182616768
1410	1.182506783
1411	1.182439971
1412	1.18237904
1413	1.182272855
1414	1.182179235
1415	1.182088666
1416	1.181993733
1417	1.181910215
1418	1.181766758
1419	1.181631732
1420	1.18148395
1421	1.181429682
1422	1.181324719
1423	1.181202246
1424	1.18109809
1425	1.180974331
1426	1.180846577
1427	1.180729408
1428	1.180607471
1429	1.180572615
1430	1.180468267
1431	1.180398447
1432	1.18029458
1433	1.180227632
1434	1.180137125
1435	1.180099977
1436	1.18000245
1437	1.179859711
1438	1.179781439
1439	1.17968763
1440	1.179607438
1441	1.179478671
1442	1.179379844
1443	1.179276003
1444	1.17921396
1445	1.179144997
1446	1.179086576
1447	1.179017986
1448	1.178894725
1449	1.178814906
1450	1.178689022
1451	1.17863222
1452	1.178542512
1453	1.178425918
1454	1.178357618
1455	1.178220621
1456	1.178118948
1457	1.178013312
1458	1.177897693
1459	1.177773019
1460	1.177642378
1461	1.177544718
1462	1.177427568
1463	1.177319492
1464	1.177276544
1465	1.177131637
1466	1.177052435
1467	1.17689337
1468	1.176805812
1469	1.176745293
1470	1.17662705
1471	1.176508245
1472	1.17638695
1473	1.176310382
1474	1.176187147
1475	1.176130672
1476	1.176024725
1477	1.175949376
1478	1.175884373
1479	1.175815485
1480	1.175671637
1481	1.175624088
1482	1.175503252
1483	1.1754
1484	1.175314775
1485	1.175208746
1486	1.175063154
1487	1.17498892
1488	1.174855971
1489	1.17477745
1490	1.17464282
1491	1.17459234
1492	1.174476982
1493	1.174359099
1494	1.174210568
1495	1.174126342
1496	1.174083259
1497	1.173985967
1498	1.173929212
1499	1.173828071
